VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,description
2,2020-12-01 01:20:41,2020-12-01 01:29:14,3,.74,1,N,114,211,2,7,0.5,0.5,0,0,0.3,10.8,2.5,random destip*#
1,2020-12-01 01:01:22,2020-12-01 01:25:03,1,9.20,1,N,87,152,2,28,3,0.5,0,0,0.3,31.8,2.5,random destip*#
1,2020-12-01 01:23:27,2020-12-01 01:41:39,1,3.20,1,N,75,116,1,15,0.5,0.5,3.25,0,0.3,19.55,0,random destip*#
2,2020-12-01 01:02:03,2020-12-01 01:24:16,1,10.51,1,N,132,36,1,30,0.5,0.5,3,0,0.3,34.3,0,random destip*#
1,2020-12-01 01:18:07,2020-12-01 01:24:03,1,1.40,1,N,140,161,2,7,3,0.5,0,0,0.3,10.8,2.5,random destip*#
1,2020-12-01 01:51:04,2020-12-01 01:54:36,1,1.50,1,N,90,230,1,6,3,0.5,1.95,0,0.3,11.75,2.5,random destip*#
2,2020-12-01 01:03:59,2020-12-01 01:17:23,1,4.07,1,N,143,42,2,13.5,0.5,0.5,0,0,0.3,17.3,2.5,random destip*#
1,2020-12-01 01:03:45,2020-12-01 01:08:40,1,1.70,1,N,148,137,2,7,3,0.5,0,0,0.3,10.8,2.5,random destip*#
1,2020-12-01 01:20:17,2020-12-01 01:30:59,1,3.40,1,N,186,263,1,11.5,3,0.5,3.05,0,0.3,18.35,2.5,random destip*#
2,2020-12-01 01:21:44,2020-12-01 01:31:39,1,2.24,1,N,186,224,1,9.5,0.5,0.5,2,0,0.3,15.3,2.5,random destip*#
2,2020-12-01 01:17:08,2020-12-01 01:19:37,5,.80,1,N,162,237,1,4.5,0.5,0.5,1.5,0,0.3,9.8,2.5,random destip*#
2,2020-12-01 01:25:56,2020-12-01 01:39:17,6,3.91,1,N,263,164,2,13.5,0.5,0.5,0,0,0.3,17.3,2.5,random destip*#
2,2020-12-01 01:43:58,2020-12-01 01:54:12,5,3.59,1,N,170,75,2,12,0.5,0.5,0,0,0.3,15.8,2.5,random destip*#
2,2020-12-01 01:07:55,2020-12-01 01:47:50,1,18.91,1,N,100,180,2,54.5,0.5,0.5,0,0,0.3,58.3,2.5,random destip*#
1,2020-12-01 01:19:21,2020-12-01 01:44:25,1,15.80,1,N,132,256,3,43,0.5,0.5,0,0,0.3,44.3,0,random destip*#
1,2020-12-01 01:00:37,2020-12-01 01:08:22,1,2.20,1,N,41,238,1,9,2.5,0.5,2.45,0,0.3,14.75,2.5,random destip*#
1,2020-12-01 01:32:41,2020-12-01 01:37:31,1,1.30,1,N,236,74,1,6,2.5,0.5,2.3,0,0.3,11.6,2.5,random destip*#
1,2020-12-01 01:54:12,2020-12-01 02:16:58,1,10.00,1,N,141,61,2,30,2.5,0.5,0,0,0.3,33.3,2.5,random destip*#
2,2020-12-01 01:16:31,2020-12-01 01:23:02,2,2.19,1,N,137,48,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5,random destip*#
2,2020-12-01 01:26:29,2020-12-01 01:48:32,2,9.23,1,N,48,49,2,27.5,0.5,0.5,0,0,0.3,31.3,2.5,random destip*#
2,2020-12-01 01:02:48,2020-12-01 01:09:20,1,2.42,1,N,107,230,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5,random destip*#
2,2020-12-01 01:07:24,2020-12-01 01:21:25,1,5.89,1,N,132,38,2,18,0.5,0.5,0,0,0.3,19.3,0,random destip*#
2,2020-12-01 01:19:13,2020-12-01 01:46:33,1,20.84,1,N,132,46,2,55,0.5,0.5,0,6.12,0.3,62.42,0,random destip*#
2,2020-12-01 01:15:53,2020-12-01 01:25:45,2,2.02,1,N,237,143,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5,random destip*#
2,2020-12-01 01:30:12,2020-12-01 01:37:14,1,1.60,1,N,142,237,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5,random destip*#
1,2020-12-01 01:14:07,2020-12-01 01:41:56,0,12.60,1,N,132,217,2,36,0.5,0.5,0,0,0.3,37.3,0,random destip*#
2,2020-12-01 01:25:15,2020-12-01 01:44:20,1,8.33,1,N,132,86,2,25,0.5,0.5,0,0,0.3,26.3,0,random destip*#
1,2020-12-01 01:04:40,2020-12-01 01:12:20,1,1.90,1,N,261,66,1,8.5,3,0.5,3.05,0,0.3,15.35,2.5,random destip*#
2,2020-12-01 01:45:10,2020-12-01 02:02:25,1,4.34,1,N,140,226,2,16.5,0.5,0.5,0,0,0.3,20.3,2.5,random destip*#
2,2020-12-01 01:34:11,2020-12-01 01:56:36,2,6.52,1,N,100,42,1,21,0.5,0.5,1.08,0,0.3,25.88,2.5,random destip*#
1,2020-12-01 01:09:49,2020-12-01 01:46:11,1,21.60,2,N,132,127,1,52,0,0.5,8,6.12,0.3,66.92,0,random destip*#
2,2020-12-01 01:25:25,2020-12-01 02:08:05,1,6.80,1,N,186,42,2,32,0.5,0.5,0,0,0.3,35.8,2.5,random destip*#
2,2020-12-01 01:28:30,2020-12-01 02:15:01,1,14.74,5,N,68,76,2,57.2,0,0,0,0,0.3,60,2.5,random destip*#
2,2020-12-01 00:59:18,2020-12-01 01:03:42,1,1.84,1,N,237,100,2,7,0.5,0.5,0,0,0.3,10.8,2.5,random destip*#
2,2020-12-01 01:09:20,2020-12-01 01:19:01,1,3.60,1,N,162,226,2,12.5,0.5,0.5,0,0,0.3,16.3,2.5,random destip*#
2,2020-12-01 01:28:24,2020-12-01 01:30:07,1,.71,1,N,186,48,2,4,0.5,0.5,0,0,0.3,7.8,2.5,random destip*#
2,2020-12-01 01:26:18,2020-12-01 01:30:07,1,1.23,1,N,68,163,1,6,0.5,0.5,1,0,0.3,10.8,2.5,random destip*#
2,2020-12-01 01:15:59,2020-12-01 01:18:17,2,.52,1,N,68,68,1,4,0.5,0.5,3,0,0.3,10.8,2.5,random destip*#
2,2020-12-01 01:47:34,2020-12-01 02:14:02,1,7.77,1,N,186,61,1,25,0.5,0.5,0,0,0.3,28.8,2.5,random destip*#
2,2020-12-01 01:13:09,2020-12-01 01:25:18,2,4.05,1,N,236,116,2,13.5,0.5,0.5,0,0,0.3,17.3,2.5,random destip*#
2,2020-12-01 01:21:37,2020-12-01 01:45:47,1,11.19,1,N,186,14,1,31.5,0.5,0.5,8.82,0,0.3,44.12,2.5,random destip*#
2,2020-12-01 01:24:56,2020-12-01 01:30:09,1,1.73,1,N,142,238,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5,random destip*#
2,2020-12-01 01:10:42,2020-12-01 01:22:25,1,4.52,1,N,263,114,2,14,0.5,0.5,0,0,0.3,17.8,2.5,random destip*#
2,2020-12-01 01:41:43,2020-12-01 02:11:44,5,11.90,1,N,231,244,1,36.5,0.5,0.5,2,0,0.3,42.3,2.5,random destip*#
1,2020-12-01 01:14:14,2020-12-01 01:30:09,1,2.10,1,N,25,195,2,12,0.5,0.5,0,0,0.3,13.3,0,random destip*#
2,2020-12-01 01:24:48,2020-12-01 01:28:51,2,1.08,1,N,231,125,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5,random destip*#
2,2020-12-01 01:53:41,2020-12-01 02:15:19,1,9.46,1,N,88,166,2,29,0.5,0.5,0,0,0.3,32.8,2.5,random destip*#
2,2020-12-01 01:50:11,2020-12-01 01:54:25,1,.65,1,N,68,246,1,5,0.5,0.5,0,0,0.3,8.8,2.5,random destip*#
1,2020-12-01 01:11:02,2020-12-01 01:20:53,1,2.60,1,N,162,142,1,10.5,3,0.5,1.5,0,0.3,15.8,2.5,random destip*#
1,2020-12-01 01:50:33,2020-12-01 01:57:21,1,2.00,1,N,161,263,1,8,3,0.5,2.35,0,0.3,14.15,2.5,random destip*#
2,2020-12-01 00:55:03,2020-12-01 01:10:00,5,3.98,1,N,48,4,1,14,0.5,0.5,2,0,0.3,19.8,2.5,random destip*#
2,2020-12-01 01:39:39,2020-12-01 02:01:43,5,9.43,1,N,48,95,1,28,0.5,0.5,6.36,0,0.3,38.16,2.5,random destip*#
2,2020-12-01 01:06:56,2020-12-01 01:09:53,1,.75,1,N,230,48,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5,random destip*#
2,2020-12-01 01:04:55,2020-12-01 01:09:53,6,.85,1,N,144,148,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5,random destip*#
2,2020-12-01 01:38:02,2020-12-01 01:43:57,6,2.15,1,N,233,236,1,8,0.5,0.5,1.28,0,0.3,13.08,2.5,random destip*#
2,2020-12-01 01:28:56,2020-12-01 01:52:25,5,12.69,1,N,229,89,1,35.5,0.5,0.5,9.82,0,0.3,49.12,2.5,random destip*#
1,2020-12-01 01:23:35,2020-12-01 01:38:49,1,4.20,1,N,186,263,1,15,3,0.5,3.75,0,0.3,22.55,2.5,random destip*#
1,2020-12-01 01:01:52,2020-12-01 01:14:53,1,4.40,1,Y,148,52,1,15.5,3,0.5,4.8,0,0.3,24.1,2.5,random destip*#
1,2020-12-01 01:15:48,2020-12-01 01:21:24,1,1.10,1,N,74,75,2,6.5,0.5,0.5,0,0,0.3,7.8,0,random destip*#
2,2020-12-01 01:25:16,2020-12-01 01:30:30,1,1.54,1,N,68,48,1,6.5,0.5,0.5,1,0,0.3,11.3,2.5,random destip*#
2,2020-12-01 01:05:46,2020-12-01 01:52:27,1,36.02,1,N,200,265,1,94.5,0.5,0.5,2.75,6.12,0.3,104.67,0,random destip*#
2,2020-12-01 01:04:23,2020-12-01 01:09:58,4,1.96,1,N,79,162,1,7.5,0.5,0.5,1,0,0.3,12.3,2.5,random destip*#
2,2020-12-01 01:17:10,2020-12-01 01:25:18,1,1.60,1,N,163,164,1,8,0.5,0.5,2,0,0.3,13.8,2.5,random destip*#
2,2020-12-01 01:09:38,2020-12-01 01:44:05,2,18.11,2,N,132,229,1,52,0,0.5,11.06,0,0.3,66.36,2.5,random destip*#
2,2020-12-01 01:04:08,2020-12-01 01:20:53,1,11.56,1,N,132,129,1,32.5,0.5,0.5,3,0,0.3,36.8,0,random destip*#
2,2020-12-01 01:26:43,2020-12-01 01:35:54,5,1.92,1,N,114,68,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5,random destip*#
2,2020-12-01 01:55:24,2020-12-01 01:59:41,5,.96,1,N,234,113,1,5.5,0.5,0.5,1.86,0,0.3,11.16,2.5,random destip*#
2,2020-12-01 01:07:24,2020-12-01 01:12:45,1,1.22,1,N,163,237,1,6.5,0.5,0.5,2,0,0.3,12.3,2.5,random destip*#
1,2020-12-01 01:07:31,2020-12-01 01:26:26,5,13.30,1,N,132,157,2,36.5,0.5,0.5,0,0,0.3,37.8,0,random destip*#
2,2020-12-01 01:56:35,2020-12-01 02:22:38,1,18.90,1,N,132,69,1,51,0.5,0.5,0,6.12,0.3,58.42,0,random destip*#
1,2020-12-01 01:29:47,2020-12-01 01:30:00,1,.00,1,N,68,68,3,2.5,3,0.5,0,0,0.3,6.3,2.5,random destip*#
1,2020-12-01 01:30:30,2020-12-01 01:31:28,1,.00,5,Y,68,68,2,0.01,0,0,0,0,0.3,0.31,0,random destip*#
1,2020-12-01 01:33:28,2020-12-01 01:35:34,1,.30,5,N,100,186,1,35,0,0,0,0,0.3,35.3,0,random destip*#
2,2020-12-01 01:46:40,2020-12-01 02:24:18,3,5.48,1,N,116,167,1,25.5,0.5,0.5,23,0,0.3,49.8,0,random destip*#
2,2020-12-01 01:52:31,2020-12-01 01:57:39,1,.93,1,N,100,50,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5,random destip*#
1,2020-12-01 01:09:08,2020-12-01 01:42:01,4,20.50,2,N,132,249,1,52,2.5,0.5,12.25,6.12,0.3,73.67,2.5,random destip*#
2,2020-12-01 01:18:28,2020-12-01 01:22:25,2,.63,1,N,166,166,2,5,0.5,0.5,0,0,0.3,6.3,0,random destip*#
1,2020-12-01 01:59:17,2020-12-01 02:15:13,0,4.80,1,N,231,143,1,17,3,0.5,1,0,0.3,21.8,2.5,random destip*#
2,2020-12-01 01:37:06,2020-12-01 01:41:52,1,.67,1,N,48,100,1,5,0.5,0.5,5,0,0.3,13.8,2.5,random destip*#
1,2020-12-01 01:08:36,2020-12-01 01:16:16,1,1.40,1,N,170,50,2,8,3,0.5,0,0,0.3,11.8,2.5,random destip*#
2,2020-12-01 01:03:50,2020-12-01 01:10:26,1,1.01,1,N,161,186,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5,random destip*#
2,2020-12-01 01:28:23,2020-12-01 01:28:54,1,.01,1,N,230,230,4,-2.5,-0.5,-0.5,0,0,-0.3,-6.3,-2.5,random destip*#
2,2020-12-01 01:28:23,2020-12-01 01:28:54,1,.01,1,N,230,163,2,2.5,0.5,0.5,0,0,0.3,6.3,2.5,random destip*#
2,2020-12-01 01:44:01,2020-12-01 01:55:27,1,2.63,1,N,239,41,4,-11,-0.5,-0.5,0,0,-0.3,-14.8,-2.5,random destip*#
2,2020-12-01 01:44:01,2020-12-01 01:55:27,1,2.63,1,N,239,41,2,11,0.5,0.5,0,0,0.3,14.8,2.5,random destip*#
2,2020-12-01 01:58:20,2020-12-01 02:21:57,1,17.76,2,N,41,132,1,52,0,0.5,1,6.12,0.3,59.92,0,random destip*#
2,2020-12-01 01:45:35,2020-12-01 01:51:44,1,1.91,1,N,262,74,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5,random destip*#
2,2020-12-01 01:48:03,2020-12-01 01:57:43,2,3.78,1,N,138,129,2,13,0.5,0.5,0,0,0.3,14.3,0,random destip*#
1,2020-12-01 01:07:08,2020-12-01 01:17:49,2,3.90,1,N,261,68,1,13,3,0.5,0,0,0.3,16.8,2.5,random destip*#
2,2020-12-07 15:23:31,2020-12-07 15:47:03,1,3.20,1,N,186,79,1,16,0.5,0.5,3.96,0,0.3,23.76,2.5,random destip*#
2,2020-12-07 15:57:46,2020-12-07 16:03:52,1,.90,1,N,107,137,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5,random destip*#
2,2020-12-01 01:34:26,2020-12-01 02:13:23,1,22.28,1,N,42,39,1,61.5,0.5,0.5,2.75,6.12,0.3,71.67,0,random destip*#
2,2020-12-01 01:51:01,2020-12-01 02:15:03,1,20.60,2,N,132,140,1,52,0,0.5,2.58,6.12,0.3,64,2.5,random destip*#
1,2020-12-01 01:00:39,2020-12-01 01:31:26,1,21.20,1,N,132,195,1,56,0.5,0.5,6,0,0.3,63.3,0,random destip*#
2,2020-12-01 01:18:23,2020-12-01 01:30:22,1,5.46,1,N,75,50,1,17,0.5,0.5,4.16,0,0.3,24.96,2.5,random destip*#
2,2020-12-01 01:52:08,2020-12-01 02:23:33,2,25.84,4,N,132,265,1,113.5,0.5,0.5,15,0,0.3,129.8,0,random destip*#
2,2020-12-01 01:14:08,2020-12-01 01:29:55,1,7.67,1,N,48,243,1,23.5,0.5,0.5,0,0,0.3,27.3,2.5,random destip*#
1,2020-12-01 01:55:48,2020-12-01 02:25:36,1,15.40,1,N,48,10,1,42.5,3,0.5,0,0,0.3,46.3,2.5,random destip*#
1,2020-12-01 01:13:28,2020-12-01 01:19:34,1,1.30,1,N,170,234,1,6.5,3,0.5,6.58,0,0.3,16.88,2.5,random destip*#
2,2020-12-01 01:27:28,2020-12-01 01:30:34,2,.45,1,N,107,137,2,4,0.5,0.5,0,0,0.3,7.8,2.5,random destip*#
2,2020-12-01 01:34:47,2020-12-01 01:37:35,1,.63,1,N,68,186,1,4.5,0.5,0.5,1.68,0,0.3,9.98,2.5,random destip*#
2,2020-12-01 01:14:58,2020-12-01 01:38:32,1,13.08,1,N,132,70,2,36.5,0.5,0.5,0,0,0.3,37.8,0,random destip*#
2,2020-12-01 01:10:11,2020-12-01 01:20:32,1,2.43,1,N,41,69,1,10.5,0.5,0.5,2.5,0,0.3,14.3,0,random destip*#
2,2020-12-01 01:04:13,2020-12-01 01:13:31,1,2.40,1,N,74,151,2,9.5,0.5,0.5,0,0,0.3,10.8,0,random destip*#
2,2020-12-01 01:34:20,2020-12-01 02:06:00,1,20.23,1,N,132,223,2,55.5,0.5,0.5,0,0,0.3,56.8,0,random destip*#
1,2020-12-01 01:19:34,2020-12-01 01:43:32,4,17.70,2,N,132,233,2,52,2.5,0.5,0,6.12,0.3,61.42,2.5,random destip*#
2,2020-12-01 01:26:25,2020-12-01 01:30:05,1,.70,1,N,48,50,1,5,0.5,0.5,0.75,0,0.3,9.55,2.5,random destip*#
1,2020-12-01 02:51:21,2020-12-01 03:13:22,1,6.00,1,N,75,94,2,21,0.5,0.5,0,0,0.3,22.3,0,random destip*#
2,2020-12-01 02:08:26,2020-12-01 02:42:42,1,11.60,1,N,132,188,2,37,0.5,0.5,0,0,0.3,38.3,0,random destip*#
2,2020-12-01 02:07:56,2020-12-01 02:16:50,1,1.83,1,N,234,144,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5,random destip*#
2,2020-12-01 02:07:56,2020-12-01 02:11:13,1,.70,1,N,48,48,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5,random destip*#
2,2020-12-01 02:18:48,2020-12-01 02:51:02,1,7.74,1,N,48,173,2,27.5,0.5,0.5,0,0,0.3,31.3,2.5,random destip*#
2,2020-12-01 02:12:35,2020-12-01 02:32:44,4,8.42,1,N,263,255,2,25,0.5,0.5,0,0,0.3,28.8,2.5,random destip*#
2,2020-12-01 02:56:15,2020-12-01 03:09:31,1,6.26,1,N,132,180,1,19,0.5,0.5,4.06,0,0.3,24.36,0,random destip*#
2,2020-12-01 02:00:00,2020-12-01 02:17:59,1,12.37,1,N,132,70,1,34.5,0.5,0.5,17.9,0,0.3,53.7,0,random destip*#
1,2020-12-01 02:22:29,2020-12-01 02:24:17,2,.40,1,N,263,236,1,3.5,3,0.5,1,0,0.3,8.3,2.5,random destip*#
2,2020-12-01 02:03:32,2020-12-01 02:14:29,1,3.09,1,N,166,244,2,11.5,0.5,0.5,0,0,0.3,12.8,0,random destip*#
2,2020-12-01 02:46:38,2020-12-01 02:55:33,1,2.63,1,N,186,143,1,9.5,0.5,0.5,1,0,0.3,14.3,2.5,random destip*#
2,2020-12-01 02:55:10,2020-12-01 03:01:52,1,1.19,1,N,68,170,1,7,0.5,0.5,2.16,0,0.3,12.96,2.5,random destip*#
1,2020-12-01 02:05:47,2020-12-01 02:18:44,2,5.10,1,N,113,75,2,15.5,3,0.5,0,0,0.3,19.3,2.5,random destip*#
1,2020-12-01 02:19:28,2020-12-01 02:23:38,1,1.20,1,N,75,41,3,6,0.5,0.5,0,0,0.3,7.3,0,random destip*#
1,2020-12-01 02:34:06,2020-12-01 02:35:41,1,.30,1,N,41,75,3,3.5,0.5,0.5,0,0,0.3,4.8,0,random destip*#
1,2020-12-01 02:42:43,2020-12-01 02:49:40,1,2.70,1,N,263,170,1,9.5,3,0.5,3.95,0,0.3,17.25,2.5,random destip*#
1,2020-12-01 02:16:33,2020-12-01 02:20:26,1,1.00,1,N,186,230,2,5.5,3,0.5,0,0,0.3,9.3,2.5,random destip*#
2,2020-12-01 02:00:12,2020-12-01 02:09:06,1,3.44,1,N,132,216,2,12,0.5,0.5,0,0,0.3,13.3,0,random destip*#
1,2020-12-01 02:00:21,2020-12-01 02:31:23,1,23.50,1,N,132,257,1,62,0.5,0.5,18.95,0,0.3,82.25,0,random destip*#
2,2020-12-01 02:33:35,2020-12-01 02:53:09,1,8.50,1,N,132,131,2,25.5,0.5,0.5,0,0,0.3,26.8,0,random destip*#
2,2020-12-01 01:50:35,2020-12-01 02:00:50,1,3.40,1,N,113,66,2,12,0.5,0.5,0,0,0.3,15.8,2.5,random destip*#
2,2020-12-01 02:54:27,2020-12-01 02:58:30,1,1.02,1,N,41,74,1,5,0.5,0.5,1.26,0,0.3,7.56,0,random destip*#
2,2020-12-01 02:12:16,2020-12-01 02:20:49,3,3.21,1,N,186,261,2,10.5,0.5,0.5,0,0,0.3,14.3,2.5,random destip*#
1,2020-12-01 02:17:46,2020-12-01 02:21:00,1,1.10,1,N,229,141,2,5,3,0.5,0,0,0.3,8.8,2.5,random destip*#
2,2020-12-01 02:22:26,2020-12-01 02:23:38,1,.12,5,N,69,69,3,-6,0,-0.5,0,0,-0.3,-6.8,0,random destip*#
2,2020-12-01 02:22:26,2020-12-01 02:23:38,1,.12,5,N,69,69,2,6,0,0.5,0,0,0.3,6.8,0,random destip*#
2,2020-12-01 01:56:20,2020-12-01 02:25:32,1,5.32,1,N,48,152,2,21.5,0.5,0.5,0,0,0.3,25.3,2.5,random destip*#
2,2020-12-01 02:18:48,2020-12-01 02:19:25,1,.00,5,N,130,130,2,10,0,0.5,0,0,0.3,10.8,0,random destip*#
1,2020-12-01 02:34:58,2020-12-01 02:52:47,1,.00,1,N,47,151,1,26.2,0,0.5,0,0,0.3,27,0,random destip*#
2,2020-12-01 02:51:23,2020-12-01 02:54:08,1,.92,1,N,48,246,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5,random destip*#
2,2020-12-01 02:09:27,2020-12-01 02:19:32,1,6.31,1,N,143,244,1,18.5,0.5,0.5,3.38,0,0.3,25.68,2.5,random destip*#
1,2020-12-01 02:57:25,2020-12-01 02:59:58,1,.90,1,N,75,263,2,4.5,3,0.5,0,0,0.3,8.3,2.5,random destip*#
2,2020-12-01 02:03:52,2020-12-01 02:41:00,1,23.76,1,N,10,254,1,65,0.5,0.5,2.75,6.12,0.3,75.17,0,random destip*#
1,2020-12-01 02:00:23,2020-12-01 02:34:40,1,14.80,1,N,162,149,2,43,3,0.5,0,0,0.3,46.8,2.5,random destip*#
2,2020-12-01 02:54:45,2020-12-01 03:11:20,2,8.93,1,N,132,77,1,25.5,0.5,0.5,0,0,0.3,26.8,0,random destip*#
2,2020-12-01 02:04:39,2020-12-01 02:11:07,1,1.52,1,N,48,162,2,7,0.5,0.5,0,0,0.3,10.8,2.5,random destip*#
2,2020-12-01 02:19:51,2020-12-01 02:21:48,1,.78,1,N,233,141,1,4,0.5,0.5,1.56,0,0.3,9.36,2.5,random destip*#
1,2020-12-01 02:38:05,2020-12-01 03:02:10,1,8.60,1,N,234,37,1,27,3,0.5,9.2,0,0.3,40,2.5,random destip*#
2,2020-12-01 02:53:25,2020-12-01 03:02:40,1,3.49,1,N,230,238,1,12.5,0.5,0.5,1.63,0,0.3,17.93,2.5,random destip*#
2,2020-12-01 02:47:34,2020-12-01 02:51:10,1,1.08,1,N,48,163,2,5.5,0.5,0.5,0,0,0.3,9.3,2.5,random destip*#
1,2020-12-01 02:52:40,2020-12-01 03:09:59,1,5.20,1,N,186,256,1,18,3,0.5,4.35,0,0.3,26.15,2.5,random destip*#
2,2020-12-01 02:51:39,2020-12-01 03:26:04,1,20.98,1,N,68,265,1,57.5,0.5,0.5,5,0,0.3,66.3,2.5,random destip*#
1,2020-12-01 02:23:56,2020-12-01 02:32:34,1,2.40,1,N,162,262,1,9.5,3,0.5,0.5,0,0.3,13.8,2.5,random destip*#
2,2020-12-01 02:25:48,2020-12-01 02:28:03,5,.70,1,N,141,141,2,4,0.5,0.5,0,0,0.3,7.8,2.5,random destip*#
2,2020-12-01 02:37:30,2020-12-01 02:54:00,5,9.03,1,N,141,25,2,26,0.5,0.5,0,0,0.3,29.8,2.5,random destip*#
2,2020-12-01 01:56:46,2020-12-01 02:18:54,4,13.03,1,N,164,67,2,36.5,0.5,0.5,0,0,0.3,40.3,2.5,random destip*#
2,2020-12-01 02:46:51,2020-12-01 02:52:15,1,1.80,1,N,164,113,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5,random destip*#
1,2020-12-01 02:01:45,2020-12-01 02:28:09,1,7.20,1,N,249,198,4,24.5,3,0.5,0,0,0.3,28.3,2.5,random destip*#
1,2020-12-01 02:22:48,2020-12-01 02:32:45,1,3.50,1,N,140,168,2,11.5,3,0.5,0,0,0.3,15.3,2.5,random destip*#
1,2020-12-01 02:56:54,2020-12-01 02:59:24,1,.30,1,N,140,141,2,3.5,3,0.5,0,0,0.3,7.3,2.5,random destip*#
1,2020-12-01 02:29:38,2020-12-01 02:42:37,1,2.70,1,N,61,181,2,11.5,0,0.5,0,0,0.3,12.3,0,random destip*#
2,2020-12-01 02:51:45,2020-12-01 03:05:41,3,4.37,1,N,264,264,2,14.5,0.5,0.5,0,0,0.3,18.3,2.5,random destip*#
2,2020-12-01 02:12:56,2020-12-01 02:28:36,1,9.39,1,N,132,39,1,27,0.5,0.5,5.66,0,0.3,33.96,0,random destip*#
2,2020-12-01 02:13:39,2020-12-01 02:15:52,3,.85,1,N,246,246,2,4.5,0.5,0.5,0,0,0.3,8.3,2.5,random destip*#
2,2020-12-01 02:38:18,2020-12-01 02:54:30,3,5.91,1,N,107,260,1,18.5,0.5,0.5,6.69,0,0.3,28.99,2.5,random destip*#
1,2020-12-01 02:23:40,2020-12-01 02:27:40,1,.90,1,Y,100,48,2,5,3,0.5,0,0,0.3,8.8,2.5,random destip*#
1,2020-12-01 02:56:00,2020-12-01 03:24:14,1,9.50,1,N,164,94,2,28.5,3,0.5,0,0,0.3,32.3,2.5,random destip*#
2,2020-12-01 02:33:56,2020-12-01 02:41:46,6,1.63,1,N,238,263,2,8,0.5,0.5,0,0,0.3,11.8,2.5,random destip*#
1,2020-12-01 02:51:13,2020-12-01 03:03:46,1,4.60,1,N,68,75,2,14.5,3,0.5,0,0,0.3,18.3,2.5,random destip*#
2,2020-12-01 02:16:15,2020-12-01 02:44:13,1,4.03,1,N,230,263,2,18.5,0.5,0.5,0,0,0.3,22.3,2.5,random destip*#
2,2020-12-01 02:48:50,2020-12-01 02:48:53,1,.00,5,N,264,264,1,22,0,0.5,0,0,0.3,22.8,0,random destip*#
2,2020-12-01 02:06:32,2020-12-01 02:14:46,2,1.68,1,N,107,45,2,8.5,0.5,0.5,0,0,0.3,12.3,2.5,random destip*#
2,2020-12-01 02:26:32,2020-12-01 02:32:31,1,1.69,1,N,161,43,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5,random destip*#
2,2020-12-01 02:55:45,2020-12-01 03:05:03,3,2.32,1,N,234,148,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5,random destip*#
2,2020-12-01 02:52:27,2020-12-01 03:05:38,1,4.90,1,N,261,48,2,16,0.5,0.5,0,0,0.3,19.8,2.5,random destip*#
2,2020-12-01 02:06:45,2020-12-01 02:36:48,1,16.52,1,N,186,76,2,46,0.5,0.5,0,6.12,0.3,55.92,2.5,random destip*#
2,2020-12-01 02:22:28,2020-12-01 02:33:29,6,6.20,1,N,229,12,1,18,0.5,0.5,5.45,0,0.3,27.25,2.5,random destip*#
2,2020-12-01 02:47:54,2020-12-01 03:10:36,1,13.26,1,N,107,171,2,37.5,0.5,0.5,0,0,0.3,41.3,2.5,random destip*#
1,2020-12-01 02:51:42,2020-12-01 03:09:12,1,6.00,1,N,79,238,2,19,3,0.5,0,0,0.3,22.8,2.5,random destip*#
2,2020-12-01 02:08:41,2020-12-01 02:38:46,1,17.77,2,N,132,141,2,52,0,0.5,0,0,0.3,55.3,2.5,random destip*#
2,2020-12-01 02:15:00,2020-12-01 02:20:02,1,1.61,1,N,263,229,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5,random destip*#
2,2020-12-01 02:11:30,2020-12-01 02:15:07,1,.81,1,N,68,90,1,4.5,0.5,0.5,0,0,0.3,8.3,2.5,random destip*#
1,2020-12-01 02:38:20,2020-12-01 03:10:01,2,21.90,1,N,132,181,2,58.5,0.5,0.5,0,0,0.3,59.8,0,random destip*#
2,2020-12-01 02:07:01,2020-12-01 02:07:09,4,.00,5,N,28,28,1,30,0,0,0,0,0.3,30.3,0,random destip*#
